290.00 220.00  -4.11
820.00  50.00  -6.31
380.00 680.00  -6.95
690.00 680.00  -3.23
320.00 940.00  -4.83
 10.00 390.00  -4.81
110.00 520.00  -4.09
530.00 840.00  -5.88
780.00  40.00  -7.90
230.00  60.00  -4.29
 60.00 530.00  -5.05
 80.00 680.00  -5.86
170.00  10.00  -6.15
730.00 390.00  -2.34
300.00  70.00  -4.29
 60.00 420.00  -5.89
480.00 690.00  -6.36
460.00 590.00  -6.69
520.00 940.00  -4.67
450.00 850.00  -5.69
160.00 530.00  -4.90
290.00 100.00  -3.06
840.00 660.00  -6.53
700.00 420.00  -4.37
580.00 710.00  -3.99
690.00 920.00  -2.90
340.00 770.00  -6.03
 60.00 270.00  -5.41
990.00  50.00  -5.23
550.00 740.00  -6.36
 10.00 330.00  -5.25
860.00 640.00  -5.95
 30.00 760.00  -4.48
380.00 1000.00  -3.28
490.00 370.00  -6.05
580.00 250.00  -4.50
740.00 990.00  -5.45
680.00 730.00  -4.74
540.00 760.00  -8.25
 40.00 660.00  -6.53
130.00  80.00  -1.09
980.00 640.00  -5.92
190.00 890.00  -5.63
360.00 280.00  -4.78
620.00 440.00  -3.20
610.00 770.00  -5.35
130.00 480.00  -4.42
560.00 240.00  -4.08
960.00 280.00  -6.05
360.00 360.00  -3.06
840.00 170.00  -7.57
980.00 490.00  -2.91
260.00 900.00  -4.34
260.00 910.00  -3.23
430.00  70.00  -4.79
820.00 910.00  -3.81
900.00 510.00  -6.26
250.00 520.00  -3.19
770.00 320.00  -6.06
700.00 990.00  -3.01
460.00 500.00  -5.24
270.00 270.00  -3.43
670.00 100.00  -6.78
120.00 950.00  -5.06
210.00  80.00  -3.58
120.00 510.00  -4.40
550.00 390.00  -4.06
 10.00 280.00  -5.20
180.00 920.00  -4.19
600.00 530.00  -5.13
440.00 470.00  -4.88
 90.00 950.00  -3.48
690.00  60.00  -7.22
380.00 770.00  -4.76
840.00 780.00  -4.08
130.00 830.00  -2.63
980.00 130.00  -4.28
 30.00  20.00  -5.63
 90.00 690.00  -5.09
500.00 870.00  -5.84
770.00 630.00  -2.25
940.00 740.00  -6.04
260.00 730.00  -5.66
360.00 1000.00  -4.53
770.00 890.00  -3.79
500.00 240.00  -4.40
750.00 310.00  -4.70
680.00 360.00  -3.22
690.00 520.00  -2.12
760.00 600.00  -4.93
 40.00 850.00  -5.00
240.00 420.00  -4.35
230.00 850.00  -7.29
570.00 270.00  -4.51
660.00 420.00  -3.86
620.00 540.00  -2.98
380.00 470.00  -5.00
230.00 290.00  -3.69
240.00 180.00  -3.87
660.00 160.00  -6.33
170.00 580.00  -4.36
750.00 810.00  -3.33
160.00  40.00  -3.56
 50.00 540.00  -4.36
670.00 500.00  -3.58
130.00 960.00  -4.30
950.00 750.00  -4.92
490.00 560.00  -6.60
630.00 900.00  -1.76
920.00 630.00  -5.02
 20.00 850.00  -3.93
600.00 160.00  -4.95
730.00 220.00  -4.20
500.00 720.00  -8.23
 60.00 140.00  -2.41
450.00 100.00  -4.09
520.00 280.00  -3.82
780.00  10.00  -6.44
 70.00 420.00  -5.50
450.00  30.00  -5.66
980.00 710.00  -4.74
470.00 940.00  -5.14
330.00 240.00  -5.86
450.00 190.00  -5.60
750.00 320.00  -4.29
210.00 890.00  -5.08
180.00 660.00  -3.25
380.00 160.00  -3.48
940.00 690.00  -7.40
970.00 390.00  -5.99
260.00 390.00  -3.27
 80.00 500.00  -5.64
130.00 150.00  -1.56
530.00 590.00  -4.29
170.00 850.00  -5.27
520.00 600.00  -3.93
110.00 960.00  -3.03
850.00 560.00  -5.34
370.00 150.00  -1.59
430.00 990.00  -3.88
330.00 410.00  -4.86
720.00 150.00  -8.54
580.00 570.00  -5.58
880.00 260.00  -6.36
760.00 490.00  -4.64
840.00 470.00  -4.20
700.00 970.00  -2.72
390.00 130.00  -1.18
940.00 200.00  -6.65
610.00 320.00  -5.39
370.00 630.00  -5.19
540.00 130.00  -5.69
460.00 660.00  -4.32
410.00 630.00  -6.38
250.00 810.00  -5.77
 90.00 250.00  -2.76
430.00 480.00  -5.44
480.00 390.00  -4.44
290.00 210.00  -4.65
110.00  30.00  -3.41
220.00 910.00  -5.22
810.00 430.00  -4.37
530.00 150.00  -4.76
670.00 950.00  -2.89
870.00 420.00  -3.75
250.00 140.00  -3.49
720.00 890.00  -1.30
270.00 100.00  -2.37
390.00 170.00  -2.17
 90.00  80.00  -3.33
460.00 370.00  -4.03
240.00 260.00  -1.73
800.00 140.00  -8.23
500.00 790.00  -8.24
 10.00 460.00  -3.46
270.00 350.00  -5.89
670.00 460.00  -4.26
430.00 810.00  -5.85
190.00 940.00  -5.22
970.00 660.00  -6.75
140.00 220.00  -2.36
800.00 680.00  -4.10
950.00 910.00  -3.42
180.00 260.00  -3.11
610.00 870.00  -6.55
 70.00 480.00  -6.09
350.00 510.00  -5.05
300.00 610.00  -3.89
510.00 820.00  -5.96
830.00 760.00  -4.40
840.00 470.00  -4.20
730.00 960.00  -4.60
330.00 640.00  -5.64
810.00 440.00  -4.98
640.00 830.00  -6.59
 50.00 690.00  -6.90
 50.00 710.00  -5.76
160.00 990.00  -4.30
770.00 960.00  -3.47
 70.00 860.00  -4.73
520.00 290.00  -3.11
930.00 540.00  -4.70
230.00 520.00  -4.65
210.00 110.00  -2.66
 90.00 420.00  -5.30
700.00 580.00  -3.63
710.00 880.00  -4.15
500.00 450.00  -4.27
270.00 730.00  -4.31
720.00 870.00  -2.54
380.00 720.00  -5.08
210.00 810.00  -6.37
240.00 710.00  -3.82
440.00 750.00  -6.00
470.00  20.00  -3.83
870.00 890.00  -3.04
980.00 530.00  -4.60
450.00 470.00  -4.93
 40.00  70.00  -5.55
530.00 720.00  -6.67
 40.00 490.00  -6.14
760.00 670.00  -4.12
600.00 690.00  -4.38
830.00 200.00  -6.71
330.00 920.00  -6.42
240.00 870.00  -6.04
540.00 900.00  -6.28
440.00 550.00  -6.91
410.00 140.00  -2.40
990.00 460.00  -5.14
970.00 990.00  -3.84
860.00 220.00  -6.42
870.00 450.00  -5.06
320.00 320.00  -3.37
150.00 520.00  -4.63
1000.00 890.00  -5.12
640.00 440.00  -3.41
470.00 470.00  -5.09
940.00 810.00  -6.44
700.00 370.00  -5.16
820.00 220.00  -6.75
550.00 1000.00  -4.12
580.00 160.00  -4.47
160.00 640.00  -5.81
950.00 620.00  -4.75
830.00  10.00  -7.40
160.00  10.00  -5.28
 50.00 780.00  -4.54
350.00 730.00  -5.08
120.00 320.00  -5.62
100.00 420.00  -4.40
520.00 690.00  -5.28
 30.00 690.00  -6.03
570.00 210.00  -4.25
860.00 840.00  -5.89
520.00 710.00  -5.44
680.00 830.00  -5.76
740.00 100.00  -6.53
700.00  90.00  -7.36
 30.00 770.00  -4.55
200.00 630.00  -3.14
680.00 220.00  -7.38
350.00 220.00  -4.05
 70.00  90.00  -3.33
150.00 390.00  -5.58
930.00 960.00  -4.72
230.00 950.00  -3.74
390.00 390.00  -3.11
590.00 270.00  -5.64
170.00 700.00  -4.61
 30.00 290.00  -5.62
700.00 780.00  -5.08
770.00 790.00  -2.22
720.00 430.00  -4.59
 80.00 290.00  -5.53
590.00 200.00  -4.16
930.00  20.00  -4.93
930.00 200.00  -6.68
440.00 990.00  -4.48
510.00 250.00  -4.08
840.00 820.00  -4.87
920.00 140.00  -5.22
610.00 400.00  -4.46
730.00 610.00  -2.92
520.00 180.00  -4.86
500.00 830.00  -5.60
170.00 160.00  -3.64
980.00 990.00  -4.52
580.00 260.00  -5.13
280.00 240.00  -3.59
540.00 110.00  -4.64
700.00 220.00  -6.50
670.00 640.00  -3.64
100.00 700.00  -4.38
550.00 800.00  -7.81
620.00 700.00  -4.51
670.00 760.00  -5.22
500.00 670.00  -8.14
580.00 640.00  -4.83
590.00  60.00  -5.65
450.00 600.00  -7.61
160.00 230.00  -2.37
510.00 320.00  -5.43
740.00 700.00  -2.87
 40.00 120.00  -3.42
 60.00 770.00  -3.74
530.00 530.00  -4.28
330.00 560.00  -5.33
 40.00 590.00  -5.42
250.00 330.00  -6.09
110.00 710.00  -4.30
390.00 150.00  -3.63
560.00 170.00  -5.31
600.00 490.00  -1.54
620.00 870.00  -4.24
940.00 820.00  -5.42
780.00 560.00  -6.24
520.00 740.00  -7.33
490.00 320.00  -3.19
660.00 140.00  -6.70
700.00 530.00  -2.44
410.00 320.00  -2.97
490.00 590.00  -6.95
480.00 520.00  -3.74
720.00 440.00  -4.33
540.00 260.00  -3.93
280.00 380.00  -4.07
610.00 400.00  -4.46
290.00 450.00  -3.99
710.00 480.00  -6.27
540.00 390.00  -4.39
940.00 280.00  -5.10
240.00  80.00  -2.60
420.00 370.00  -2.02
600.00 260.00  -6.00
790.00 680.00  -4.28
930.00 680.00  -7.71
690.00 520.00  -2.12
830.00 730.00  -5.83
530.00 730.00  -6.98
240.00 950.00  -3.35
150.00 470.00  -5.38
900.00 950.00  -1.62
260.00 330.00  -6.02
660.00 470.00  -4.24
 10.00 520.00  -5.99
940.00 670.00  -7.41
280.00 410.00  -3.35
860.00 610.00  -5.04
280.00 990.00  -5.32
960.00 160.00  -4.58
510.00 680.00  -6.62
130.00 350.00  -3.58
420.00 550.00  -3.63
710.00 530.00  -3.89
440.00 830.00  -4.73
110.00  20.00  -3.91
770.00 280.00  -3.74
100.00 650.00  -4.27
450.00 550.00  -5.94
350.00 920.00  -6.23
300.00 270.00  -4.53
760.00 980.00  -3.53
340.00 250.00  -4.97
340.00 850.00  -5.09
 60.00 700.00  -6.10
580.00 460.00  -2.18
490.00 820.00  -5.36
210.00  30.00  -4.16
120.00 170.00  -1.92
980.00 710.00  -4.74
870.00 710.00  -5.13
500.00 440.00  -4.60
370.00 590.00  -3.96
810.00 760.00  -4.08
170.00 1000.00  -5.29
160.00 700.00  -4.08
 60.00 280.00  -5.45
150.00 760.00  -5.32
470.00 180.00  -5.43
390.00  10.00  -5.58
890.00 500.00  -6.87
430.00  80.00  -3.51
420.00 170.00  -3.58
660.00 910.00  -4.63
310.00 790.00  -4.53
 70.00 750.00  -5.37
820.00 440.00  -4.79
900.00  10.00  -6.75
920.00 590.00  -4.56
910.00 520.00  -3.96
780.00  70.00  -8.77
180.00 550.00  -4.88
580.00 390.00  -3.89
 40.00 220.00  -3.08
810.00 390.00  -4.18
530.00 630.00  -6.50
870.00 660.00  -4.88
280.00 710.00  -5.88
870.00 540.00  -4.26
