580.00  30.00  -5.17
980.00 930.00  -2.84
440.00 710.00  -4.82
980.00 200.00  -5.19
420.00 870.00  -2.91
 30.00 420.00  -3.67
870.00 240.00  -2.80
950.00 160.00  -5.70
720.00 740.00  -5.91
470.00  70.00  -5.66
200.00 390.00  -6.40
920.00 950.00  -3.85
280.00 290.00  -5.45
190.00 440.00  -4.28
650.00 330.00  -4.93
510.00 870.00  -3.85
260.00 900.00  -3.92
430.00  20.00  -3.90
160.00  60.00  -5.84
290.00 150.00  -6.46
590.00 730.00  -6.76
770.00 680.00  -5.45
130.00 350.00  -4.93
940.00 180.00  -5.43
290.00 790.00  -4.28
640.00 610.00  -4.29
 50.00  30.00  -8.78
390.00 470.00  -4.85
590.00 870.00  -5.51
260.00 460.00  -4.71
590.00 580.00  -5.43
770.00 830.00  -4.23
400.00 240.00  -5.35
730.00 270.00  -5.69
560.00 730.00  -5.50
250.00 320.00  -6.26
880.00 210.00  -3.80
690.00 240.00  -8.40
290.00 260.00  -5.08
630.00 680.00  -4.60
150.00 890.00  -5.53
800.00 840.00  -3.38
430.00 550.00  -4.53
560.00 860.00  -5.42
560.00 850.00  -5.02
230.00  90.00  -5.66
680.00 630.00  -1.74
690.00 340.00  -5.41
 60.00 650.00  -6.33
670.00 320.00  -3.97
860.00  10.00  -6.72
270.00 260.00  -6.65
750.00 580.00  -4.65
430.00 590.00  -4.88
880.00 580.00  -5.38
660.00 440.00  -4.09
210.00 810.00  -4.45
510.00 610.00  -4.76
230.00 730.00  -5.19
560.00 290.00  -4.33
830.00 700.00  -5.76
420.00 830.00  -5.96
410.00 430.00  -5.28
630.00 290.00  -4.23
230.00 160.00  -5.91
 50.00 520.00  -5.20
240.00 100.00  -4.60
870.00 550.00  -4.92
210.00 360.00  -6.26
760.00 440.00  -4.28
700.00 690.00  -3.76
 90.00 280.00  -5.75
840.00 670.00  -5.93
300.00 880.00  -2.64
230.00  60.00  -5.91
 90.00 850.00  -4.24
300.00 130.00  -5.23
800.00 610.00  -6.38
650.00 200.00  -5.90
270.00 260.00  -6.65
400.00 670.00  -6.82
440.00 900.00  -2.19
360.00 820.00  -3.95
 40.00 220.00  -6.41
640.00 890.00  -2.99
700.00 520.00  -4.09
250.00 420.00  -5.45
360.00 210.00  -6.86
 80.00 950.00  -8.54
320.00 940.00  -3.31
150.00 320.00  -5.24
910.00 220.00  -5.37
740.00 280.00  -5.50
300.00 820.00  -3.61
390.00 440.00  -3.88
780.00 500.00  -3.87
520.00 260.00  -2.24
380.00 490.00  -3.52
380.00 960.00  -5.53
470.00 610.00  -4.15
370.00 510.00  -3.48
760.00 870.00  -4.25
150.00 500.00  -5.12
420.00 770.00  -4.98
540.00 390.00  -4.19
460.00 940.00  -3.26
230.00 930.00  -4.80
770.00 430.00  -3.58
 90.00 410.00  -3.28
820.00 790.00  -4.66
780.00  50.00  -5.38
930.00 220.00  -5.93
510.00 420.00  -3.75
700.00 750.00  -4.42
 90.00 250.00  -7.31
 30.00 820.00  -4.18
220.00  50.00  -5.06
160.00 770.00  -3.11
1000.00 470.00  -3.50
840.00 370.00  -5.68
670.00 290.00  -5.16
290.00 820.00  -3.71
270.00 170.00  -7.51
380.00 250.00  -5.35
420.00 730.00  -5.57
970.00 480.00  -2.85
800.00  80.00  -5.91
 50.00 590.00  -6.09
920.00 390.00  -3.87
410.00 550.00  -4.77
500.00 650.00  -3.58
 40.00 640.00  -5.61
920.00 720.00  -6.03
690.00 420.00  -3.93
990.00 510.00  -3.18
790.00 940.00  -5.16
980.00  60.00  -4.54
110.00 450.00  -3.04
160.00 730.00  -4.07
430.00 300.00  -2.48
930.00 720.00  -6.09
790.00 350.00  -4.35
 60.00 190.00  -6.29
180.00 530.00  -3.72
180.00 770.00  -5.03
380.00 870.00  -3.74
980.00 610.00  -4.08
170.00 400.00  -6.04
610.00 720.00  -7.70
790.00 580.00  -7.81
560.00 410.00  -4.62
 20.00 670.00  -6.46
910.00 110.00  -3.47
990.00 580.00  -4.31
540.00 700.00  -4.09
 30.00 570.00  -4.67
960.00 420.00  -3.86
250.00 140.00  -5.29
600.00 820.00  -4.95
 20.00 390.00  -3.90
220.00 120.00  -6.02
160.00 870.00  -4.38
790.00 190.00  -4.39
280.00 430.00  -4.50
520.00 200.00  -3.28
170.00 150.00  -6.30
190.00 870.00  -4.07
500.00 990.00  -1.73
630.00 990.00  -5.43
390.00 560.00  -5.06
850.00 150.00  -2.31
180.00 710.00  -3.01
830.00 390.00  -4.56
190.00 690.00  -5.07
560.00 450.00  -5.72
 30.00 720.00  -5.76
350.00 740.00  -4.64
460.00  60.00  -4.64
330.00 460.00  -3.14
210.00  40.00  -4.27
780.00 830.00  -4.06
100.00 890.00  -6.83
650.00 990.00  -5.17
500.00 430.00  -2.97
680.00 560.00  -4.28
780.00  40.00  -8.08
400.00 540.00  -4.66
960.00 210.00  -6.28
660.00 470.00  -4.48
810.00 630.00  -4.93
870.00 300.00  -4.82
430.00 650.00  -4.63
370.00 810.00  -3.46
930.00 420.00  -3.48
 50.00 930.00  -5.04
420.00 380.00  -2.36
360.00 640.00  -5.13
620.00 330.00  -6.60
810.00 910.00  -1.95
480.00 740.00  -5.49
900.00 110.00  -5.62
 60.00 630.00  -4.49
320.00 140.00  -5.63
750.00  80.00  -6.04
260.00 620.00  -4.88
120.00 260.00  -7.30
530.00 470.00  -5.24
420.00 990.00  -4.73
480.00 300.00  -3.01
450.00 550.00  -4.32
900.00 410.00  -2.92
300.00 230.00  -5.73
270.00 750.00  -5.40
840.00 490.00  -6.25
 70.00 140.00  -7.87
220.00 680.00  -4.05
880.00  20.00  -7.19
350.00  20.00  -4.18
 10.00 190.00  -5.44
110.00 480.00  -3.86
560.00 880.00  -4.50
590.00 150.00  -6.70
 30.00 640.00  -5.50
320.00 100.00  -4.47
810.00 700.00  -7.72
960.00 760.00  -3.56
1000.00  40.00  -4.94
650.00 550.00  -3.86
980.00  40.00  -2.72
570.00  40.00  -4.40
940.00 980.00  -5.76
840.00 530.00  -5.90
 20.00 400.00  -3.23
190.00 570.00  -5.61
